DATETIME,SHARE_ISIN,SHARE_NAME,SHARE_EXCHANGE,SHARE_BID,SHARE_ASK,ASSET_NAME,ASSET_AMOUNT_IN,ASSET_EXCHANGE,ASSET_BID,ASSET_ASK,ASSET_LOCAL_HIGH
"2026-01-02 16:15",GB00BLD4ZM24,"CoinShares Physical Staked Ethereum",,,,ETH,,,2610,2613,4000
